Packet_Size,Duration,Anomaly,Status
109.93428306022466,97.2347139765763,1,Normal
112.95377076201385,130.46059712816052,1,Normal
95.31693250553329,95.3172608610164,1,Normal
131.58425631014782,115.34869458305818,1,Normal
90.61051228130096,110.8512008717193,1,Normal
90.73164614375075,90.68540492859486,1,Normal
104.83924543132068,61.73439510684404,1,Normal
65.50164334973934,88.75424941518054,1,Normal
79.74337759331152,106.28494665190547,1,Normal
81.83951848957578,71.75392597329417,1,Normal
129.31297537843108,95.4844739902693,1,Normal
101.35056409375848,71.50503627573087,1,Normal
89.11234550949635,102.21845179419732,1,Normal
76.98012845155395,107.51396036691344,1,Normal
87.9872262016239,94.16612500413447,1,Normal
87.96586775541206,137.04556369017877,1,Normal
99.73005550524132,78.84578142088199,1,Normal
116.45089824206377,75.58312700057955,1,Normal
104.1772719000951,60.80659752240449,1,Normal
73.43627902203139,103.93722471738246,1,Normal
114.76933159990821,103.4273656237994,1,Normal
97.68703435223519,93.97792608821422,1,Normal
70.42956019265145,85.60311583210583,1,Normal
90.78722458080425,121.1424445243783,1,Normal
106.87236579136923,64.73919689274533,1,Normal
106.4816793878959,92.29835439167367,1,Normal
86.46155999388083,112.23352577681736,1,Normal
120.61999044991902,118.62560238232398,1,Normal
83.21564953554723,93.81575248297571,1,Normal
106.62526862807128,119.51090254244718,1,Normal
90.4165152430942,96.28682046672365,1,Normal
77.87330051987944,76.07586751838659,1,Normal
116.25051644788397,127.12480057141646,1,Normal
98.55979756839332,120.07065795784048,1,Normal
107.23272050095268,87.09760490789752,1,Normal
107.22791211016828,130.76073132931938,1,Normal
99.28347921780097,131.29287311628013,1,Normal
47.60509791820511,116.43805008750448,1,Normal
101.74094136476343,94.01985299068265,1,Normal
101.83521553071004,60.248621707982146,1,Normal
95.60656224324975,107.14225143023492,1,Normal
129.55788089483033,89.63459563452705,1,Normal
83.83012794213624,89.96485912830927,1,Normal
118.30804235404148,106.57502219319369,1,Normal
89.40479592465923,110.26534866226712,1,Normal
101.9415509869608,119.37289981065778,1,Normal
85.95893812245295,93.44675706804463,1,Normal
92.15783693735685,70.72970103735763,1,Normal
105.92240554129152,105.22110544359779,1,Normal
100.10226913284922,95.30825733249706,1,Normal
71.69258515899172,91.58709354469282,1,Normal
93.14570966946461,83.95445461556761,1,Normal
96.77428576667981,108.08101713629077,1,Normal
137.7237180242106,103.49155625663678,1,Normal
105.15100781445528,98.51108168467665,1,Normal
61.62457569401917,99.46972249101566,1,Normal
101.20460419882053,149.26484224970574,1,Normal
96.15278070437755,106.03094684667225,1,Normal
99.30576460589513,76.62643924760935,1,Normal
122.85645629030041,115.03866065373549,1,Normal
115.82063894086093,81.81225090410521,1,Normal
128.05588621872198,71.96297874415438,1,Normal
111.73714187600541,143.80911251619958,1,Normal
80.18927349738624,88.67404540794456,1,Normal
101.99302730175282,89.93048691767602,1,Normal
68.98673137867735,101.37125949612054,1,Normal
78.7539257254779,109.47184861270364,1,Normal
81.61151531532394,130.9986881003508,1,Normal
84.33493415327526,93.55876967588648,1,Normal
116.27034434739339,75.3827136713209,1,Normal
104.54919869208258,126.14285508564856,1,Normal
67.85033530877544,103.69267717064608,1,Normal
105.19765588496847,115.6364574355462,1,Normal
75.26098578243835,73.59086773831447,1,Normal
110.43883131233795,105.93969346466372,1,Normal
105.00985700691753,106.9289641899395,1,Normal
86.39950556843019,104.64507394322007,1,Normal
105.86144946597362,85.71297163947264,1,Normal
137.31549022289514,109.47665841823576,1,Normal
76.17393005594703,113.1310721726766,1,Normal
80.50636659545357,115.74169207484904,1,Normal
123.17191158014808,83.5863536329658,1,Normal
119.26752258488644,108.25561853872996,1,Normal
116.4412031998898,137.93585965307895,1,Normal
95.09223767994258,84.9252767128502,1,Normal
82.20971140748954,83.68379430069123,1,Normal
98.45796581171791,106.82303949633288,1,Normal
105.53381598660039,116.54366498072048,1,Normal
100.26003783755814,129.07068154314635,1,Normal
94.70686333524088,154.40338333179238,1,Normal
112.51334695530012,82.85684887167434,1,Normal
78.58215003877775,109.64944830486371,1,Normal
95.53074429348298,114.28000988184183,1,Normal
109.4647524914709,98.54342174686255,1,Normal
83.06412563863191,69.70305550628271,1,Normal
91.06970095865958,117.12797588646944,1,Normal
104.28187488260409,75.08522442576023,1,Normal
103.46361851702363,107.70634759457674,1,Normal
82.32285127597734,103.07450211891056,1,Normal
101.16417436892,77.14059404338754,1,Normal
107.15574720696567,111.21569052736469,1,Normal
121.66102486350553,121.07604104069806,1,Normal
72.44661264085818,81.24349920169755,1,Normal
110.3007053441732,110.27571901824417,1,Normal
110.30095372612095,177.05462981309444,1,Normal
111.41781021386333,122.71131280361197,1,Normal
119.08003526986406,113.02782502611596,1,Normal
93.69461510719309,115.17938440986535,1,Normal
84.54349570924856,95.26362786519982,1,Normal
90.29272904341794,101.63748278772646,1,Normal
146.29317133347018,62.65469614816504,1,Normal
113.72520380749027,67.74568257620697,1,Normal
90.56136268421133,121.77901193934733,1,Normal
101.28560038190926,78.44510444141387,1,Normal
85.69392581480064,113.59195497869352,1,Normal
85.39266736565727,104.3291717916395,1,Normal
100.91143679807628,86.96799304788365,1,Normal
142.8788817865065,112.67838044636022,1,Normal
59.49714826684786,103.72908629538856,1,Normal
86.76427070463224,117.04866669592448,1,Normal
84.14958523134598,97.70527117066202,1,Normal
110.09974557960915,117.31510388340243,1,Normal
75.99407185888447,93.30997528318103,1,Normal
90.50109377678088,86.93341534852576,1,Normal
135.30908480562192,108.09963421921911,1,Normal
74.78232091329909,118.35723894109552,1,Normal
142.44312394025266,120.64930521102293,1,Normal
69.61260068091974,90.31531854267497,1,Normal
125.33822298373245,85.84661068762438,1,Normal
108.87638856292457,115.49268106858673,1,Normal
81.46139056843833,98.809492878764,1,Normal
35.17465319861854,79.51224717331421,-1,Anomaly
94.9486369721368,75.04433636070301,1,Normal
132.64822607863272,71.39717244078734,1,Normal
91.19911026606033,102.61481154572182,1,Normal
128.82546578132232,71.2827569764112,1,Normal
123.26327504309918,100.20466122039174,1,Normal
80.36982697904098,109.24206948526542,1,Normal
103.9811939114694,87.9956624568241,1,Normal
101.39604169980038,92.2937280627648,1,Normal
102.27034690502497,113.24261349042094,1,Normal
131.72033632290703,75.24369002346302,1,Normal
142.66066749312535,60.958244009549965,1,Normal
96.96429809928833,111.76634412969153,1,Normal
105.61983735470065,87.54600960358812,1,Normal
95.83755499285449,90.13998130682334,1,Normal
88.21270486111577,116.99204194042049,1,Normal
107.14030971930094,86.14180809478691,1,Normal
117.99199750866501,106.14599041753219,1,Normal
116.2572423767792,112.59257683847224,1,Normal
83.42009978155855,88.79637919606061,1,Normal
114.94587210246523,112.2074053086693,1,Normal
99.58196812071704,102.34654766617564,1,Normal
125.5532979157685,88.1685722232834,1,Normal
110.94194762340075,95.95614695132213,1,Normal
95.6463759354556,121.9755370397438,1,Normal
116.5083269797606,116.27019272001277,1,Normal
126.10957614308658,100.42007683265518,1,Normal
113.63905942589928,93.79466486813088,1,Normal
106.48332704976885,97.39713891264631,1,Normal
101.93991929985437,111.90314050873828,1,Normal
83.63558633533054,141.8477455137092,1,Normal
79.87965237000596,75.71622774424536,1,Normal
123.16221747000135,115.83325387925872,1,Normal
112.4823963410431,112.5669101852856,1,Normal
99.7550645430617,82.05491257028336,1,Normal
101.51609116387452,86.45676576975777,1,Normal
119.50239466835502,97.05885236995722,1,Normal
83.49005606414977,93.57228316694014,1,Normal
108.25862908551248,88.7255089439205,1,Normal
83.55559208867137,104.87374422983825,1,Normal
104.89933142217446,89.8611364925774,1,Normal
90.57923388763355,104.64099874715272,1,Normal
71.03831317005351,71.8507245124689,1,Normal
85.63111557495128,95.73105696576306,1,Normal
106.2181513119601,129.50712433899105,1,Normal
117.15319246404039,96.80122940073146,1,Normal
99.61967584194622,79.94941270724382,1,Normal
99.6297372801522,94.22682722159723,1,Normal
106.45437120676179,83.45538112895355,1,Normal
110.38693028482345,130.65477826005156,1,Normal
97.82479703086285,108.03423444197882,1,Normal
113.80287983422225,91.97559056228327,1,Normal
104.48184963620834,100.2518480156359,1,Normal
101.95352197097664,84.53980432289067,1,Normal
100.49020348517885,109.95996582490899,1,Normal
129.02287215590084,119.18541652170414,1,Normal
143.06364915023113,84.65304874223901,1,Normal
117.44641273441357,103.66684011476704,1,Normal
143.79605866435344,83.83403429289697,1,Normal
83.20556315638447,88.01214709111956,1,Normal
57.52208551380386,89.48489956638478,1,Normal
84.81734676892604,103.00787572952416,1,Normal
106.83511951554318,137.52341678431773,1,Normal
119.008476763721,88.46192688675194,1,Normal
82.03170657303284,109.83838343013011,1,Normal
73.59533585958715,136.62917531708706,1,Normal
123.58880241442574,90.6164869579059,1,Normal
65.73730941818245,127.07744748330825,1,Normal
97.70920309494764,124.75632623946923,1,Normal
68.11144682411266,88.01249954092454,1,Normal
100.10487399436366,100.93961187529484,1,Normal
90.99869057041512,112.45699864694997,1,Normal
78.6475914123481,97.15241029957413,1,Normal
102.40591263423798,110.28877668117498,1,Normal
114.2322975617778,77.50715816324262,1,Normal
69.31771658528756,125.55353643797018,1,Normal
106.64628023959183,85.03026926886892,1,Normal
131.02303951045047,102.31349268585717,1,Normal
123.58594368127653,101.35036962820217,1,Normal
141.21495849763974,135.10681684886407,1,Normal
95.02071703041852,119.43141901908712,1,Normal
112.90751899170294,127.37263115064698,1,Normal
80.70153078839792,113.72102919996878,1,Normal
121.16848973699176,64.82521027153771,1,Normal
76.3348297466845,59.21535644479799,1,Normal
94.61186331110885,114.35084511591924,1,Normal
130.04714104192055,101.4818956083955,1,Normal
132.57231091142583,72.39797083570217,1,Normal
65.9323512128969,98.88904602206762,1,Normal
107.68130897878615,99.34610503811814,1,Normal
58.65115799920247,98.21759920974424,1,Normal
73.91060998990294,113.39345097660077,1,Normal
107.33196492193696,81.2024042734529,1,Normal
89.72266165326613,78.81572956222097,1,Normal
98.74641805453656,119.10284641002477,1,Normal
80.28547907328912,110.08093031035689,1,Normal
89.39484763255118,84.14254335475312,1,Normal
97.85939280090885,79.29515355161251,1,Normal
88.92701389305635,76.04244214822303,1,Normal
139.2945026583278,100.70527103943458,1,Normal
86.00548984014829,104.27959821468444,1,Normal
97.7534390061834,95.58060800933553,1,Normal
112.2833340008685,115.1501542009461,1,Normal
89.38997704778944,88.4836351871064,1,Normal
94.49896605696712,53.9615767052883,1,Normal
69.69617875602896,127.3374853488905,1,Normal
132.89935427002567,95.01927920887243,1,Normal
111.53113926111533,106.22500309087073,1,Normal
161.57761616910477,122.39149822869153,1,Normal
97.44164817038467,80.88919118799149,1,Normal
67.87107359484855,104.06927271734446,1,Normal
84.87298509431393,71.55492580804652,1,Normal
87.06854231514947,78.3690399277121,1,Normal
133.74283270145128,117.63279513898901,1,Normal
99.84054717366766,129.59888277780053,1,Normal
101.54736615295236,82.77431597343472,1,Normal
130.46248154539313,110.77820087369318,1,Normal
79.25507691347087,96.19322643832784,1,Normal
82.48763493230486,72.34400538071327,1,Normal
118.52355095063282,138.1883328094026,1,Normal
72.02864852361718,111.25938473381142,1,Normal
86.98714861756346,90.25749232470608,1,Normal
88.15212151522262,82.72018460640368,1,Normal
100.97043255889653,83.38099767177924,1,Normal
105.40913651559677,98.99523781101726,1,Normal
95.2210390626718,81.84872675916804,1,Normal
88.46457338863334,115.10782451651512,1,Normal
110.01834375248761,80.44889510402898,1,Normal
101.98664610858452,115.02774246743579,1,Normal
66.61189437757257,110.8672038475987,1,Normal
86.74752482108306,111.41197337186318,1,Normal
84.73481686914967,63.90235798670962,1,Normal
67.44915124233674,100.96169893322764,1,Normal
105.19445003442964,81.91366749791183,1,Normal
112.77184917554747,66.7695987546208,1,Normal
98.67840402705367,75.77967600475087,1,Normal
86.96327784395682,100.94797342632828,1,Normal
82.79173269432096,92.30888911540349,1,Normal
120.1258561842888,88.46216260953702,1,Normal
116.71384224130284,77.40586290684763,1,Normal
110.59608355830565,128.83137241315802,1,Normal
50.56710999745421,84.06209489059046,1,Normal
111.5414425436108,95.93909227914014,1,Normal
107.42291746742617,87.92029626568359,1,Normal
101.731795749458,96.88645529215842,1,Normal
123.35564123319614,105.08841686602426,1,Normal
106.75205324150404,91.76246067755065,1,Normal
90.24787551855013,91.34883624360758,1,Normal
107.88904284756593,91.58031038359474,1,Normal
105.79549713792827,141.50801597290877,1,Normal
117.42249406863385,93.47952935664318,1,Normal
124.02427844327889,91.83849253956897,1,Normal
59.23750929644292,79.83827378165192,1,Normal
62.58416157948289,92.96973031917383,1,Normal
100.36836758379103,133.52874624550566,1,Normal
106.53854747528325,95.61798942382272,1,Normal
116.58811162366979,55.7772938198423,1,Normal
