timestamp,cpu_usage,memory_usage,response_time,anomaly,anomaly_label
2023-01-01 00:00:00,96.3139612434084,87.03385226768347,417.58243841914805,-1,Anomaly
2023-01-01 00:01:00,14.418769892018894,24.297182319432363,153.5094058082223,1,Normal
2023-01-01 00:02:00,60.28000655915977,23.12303814864181,115.99266939367446,1,Normal
2023-01-01 00:03:00,48.29051051808955,25.785860874148934,140.7388099714149,1,Normal
2023-01-01 00:04:00,52.259164335582575,27.783013850095607,133.0763058201353,1,Normal
2023-01-01 00:05:00,67.51080503835121,37.297006245685594,160.17556301214384,1,Normal
2023-01-01 00:06:00,77.40034882322111,62.96089656735846,190.2824919135369,1,Normal
2023-01-01 00:07:00,33.802067796711356,37.765227917701125,107.31542584655715,1,Normal
2023-01-01 00:08:00,56.72088830308327,37.51069907523794,173.15570566324675,1,Normal
2023-01-01 00:09:00,71.1875975273694,38.522319336708506,181.04538893702858,1,Normal
2023-01-01 00:10:00,62.106892756857384,68.87313044078087,133.35244863899885,1,Normal
2023-01-01 00:11:00,51.219725985745896,64.50513549802533,194.68771226188733,1,Normal
2023-01-01 00:12:00,64.71519927091173,52.993952197275256,127.53099013609848,1,Normal
2023-01-01 00:13:00,50.82785211479302,66.33322818372365,117.73329975005346,1,Normal
2023-01-01 00:14:00,36.38857127505861,50.893149872622686,117.32863005581004,1,Normal
2023-01-01 00:15:00,79.25374483970998,67.50796072574201,118.71610095369859,-1,Anomaly
2023-01-01 00:16:00,22.961090129943155,37.54068215548517,127.89412358510585,1,Normal
2023-01-01 00:17:00,16.062216843469322,59.52360553068563,163.31417880909015,1,Normal
2023-01-01 00:18:00,71.15603335944144,52.104175172491175,109.62128994736756,1,Normal
2023-01-01 00:19:00,58.71773885141421,33.63227911310394,197.57780099498248,1,Normal
2023-01-01 00:20:00,15.161839558916377,50.19858266537057,130.7615618857457,1,Normal
2023-01-01 00:21:00,24.703243533663603,30.328536781206047,101.92686332444906,1,Normal
2023-01-01 00:22:00,54.65572810474352,62.812442275904736,138.9720661048806,1,Normal
2023-01-01 00:23:00,29.05901140668563,40.447420105404134,131.37392332799035,1,Normal
2023-01-01 00:24:00,67.74585018831638,66.60414082794756,163.1646739727962,1,Normal
2023-01-01 00:25:00,43.88324986802237,62.64822792563414,147.78772204793796,1,Normal
2023-01-01 00:26:00,28.012377816527977,39.48122591805583,116.03728651730673,1,Normal
2023-01-01 00:27:00,45.17642630473213,26.700913448453743,176.46487769244953,1,Normal
2023-01-01 00:28:00,78.36043782185173,37.72068056616981,110.58123225938039,-1,Anomaly
2023-01-01 00:29:00,15.957102216819496,45.25132381116681,161.66068944208453,1,Normal
2023-01-01 00:30:00,30.03786114383473,43.78842389433979,182.34450100001567,1,Normal
2023-01-01 00:31:00,18.495617859681275,35.69972236777257,178.5960383466371,1,Normal
2023-01-01 00:32:00,40.27229562960221,41.69538412531469,172.71481553638182,1,Normal
2023-01-01 00:33:00,15.6070710204396,46.03814596740247,179.8288898543592,1,Normal
2023-01-01 00:34:00,28.430892680327982,67.23436662829877,130.31829652687506,1,Normal
2023-01-01 00:35:00,10.16099446402356,63.62721347123809,124.77417664082908,-1,Anomaly
2023-01-01 00:36:00,21.01069390923564,27.98290964714383,152.48528117730066,1,Normal
2023-01-01 00:37:00,53.08696942077486,66.89440087124103,173.21558022595275,1,Normal
2023-01-01 00:38:00,23.129660781176387,47.19727666406821,148.87846810643555,1,Normal
2023-01-01 00:39:00,54.27958793020541,32.24556918287907,178.567303422648,1,Normal
2023-01-01 00:40:00,75.70886237393057,38.504075863423566,116.92912127497694,1,Normal
2023-01-01 00:41:00,21.133948931320624,43.06122929495351,145.40343489093584,1,Normal
2023-01-01 00:42:00,22.64857837121389,45.610194465211144,199.44570382191966,1,Normal
2023-01-01 00:43:00,41.867557872037764,51.33359775085118,176.9252614536968,1,Normal
2023-01-01 00:44:00,11.946488587315548,41.30345613426735,195.84207906546948,1,Normal
2023-01-01 00:45:00,47.21276055333144,58.649231715122376,151.09936462044692,1,Normal
2023-01-01 00:46:00,47.68716717635831,64.3211912460305,125.38157435195033,1,Normal
2023-01-01 00:47:00,11.899917408971852,41.13707860981512,168.3710240644844,1,Normal
2023-01-01 00:48:00,34.28291031085956,60.26873520073863,181.97478970304536,1,Normal
2023-01-01 00:49:00,37.374079846938116,43.708975707726026,110.03611910970125,1,Normal
2023-01-01 00:50:00,68.58965372156149,26.679183892959806,196.59241346895453,-1,Anomaly
2023-01-01 00:51:00,43.476615049115416,60.01093880792431,128.75045007234544,1,Normal
2023-01-01 00:52:00,13.428995729990056,34.75889188205975,149.14500550085845,1,Normal
2023-01-01 00:53:00,73.7418358021379,67.7092110501668,150.4608236895984,1,Normal
2023-01-01 00:54:00,70.30246698249628,25.601561610165422,161.13816218132706,1,Normal
2023-01-01 00:55:00,51.04442042278049,20.066517121727124,189.15412169075375,-1,Anomaly
2023-01-01 00:56:00,21.21426262323274,32.08348896858389,136.19628429121747,1,Normal
2023-01-01 00:57:00,61.82241165552634,37.602903576490895,195.59917083088965,1,Normal
