ds,yhat,yhat_lower,yhat_upper
2024-01-01,4.426056039264448,1.617264693285183,7.579401795036525
2024-01-02,4.690415126373045,2.0290290691096122,7.509876140341914
2024-01-03,5.058938135528796,2.1863800677984413,7.818491570564722
2024-01-04,4.386088405118185,1.5904659825647935,7.442102871753904
2024-01-05,4.617071940412471,1.9278373517216396,7.441897553999079
2024-01-06,5.001898733163194,2.0938983785668377,8.03851348286007
2024-01-07,5.19442390596093,2.2630718666604412,7.963400158380683
2024-01-08,4.436296843073825,1.6709731203276752,7.236883827098689
2024-01-09,4.700655930181404,1.7862319807785345,7.2467938723540755
2024-01-10,5.0691789393380855,2.149702693846233,7.925097341166478
2024-01-11,4.396329208926516,1.558806541266897,7.102998812529204
2024-01-12,4.627312744220918,1.4975843538164797,7.432557740406176
2024-01-13,5.01213953696979,2.244436137814121,8.01469302348301
2024-01-14,5.20449665635311,2.629691806440677,8.12044926312465
2024-01-15,4.44620154004974,1.7963460231671156,7.116095156706048
2024-01-16,4.710392573741271,1.970679922501984,7.7599032084950625
2024-01-17,5.078747529480788,2.127302935877099,7.666218085309374
2024-01-18,4.405729745653382,1.6259382688571922,7.22886715341631
2024-01-19,4.636545227532378,1.7996349088341914,7.397090083637329
2024-01-20,5.0212039668653015,2.2831494590161876,7.831575248376729
2024-01-21,5.213561086246851,2.0135648956575976,8.039002002873287
2024-01-22,4.455265969944834,1.7235187594982022,7.267381467805002
2024-01-23,4.719457003637578,1.8836481361503157,7.516157568125812
2024-01-24,5.08781195937659,2.2959708892980757,7.930662835768622
2024-01-25,4.414794175012669,1.4897052741767993,7.307062887135589
2024-01-26,4.645609656356081,1.9434741514524976,7.520656240845296
2024-01-27,5.030268395153137,2.437130568428346,8.095133480246433
2024-01-28,5.222625513998478,2.395927894223379,8.076089254593805
2024-01-29,4.464330397161601,1.8083418783505176,7.211650534946854
2024-01-30,4.728521430318533,2.0116331413078963,7.6365273459782905
2024-01-31,5.09687638552052,2.142892464978759,7.827521034063054
2024-02-01,4.4238586011568,1.4304132898619568,7.1795100064309905
2024-02-02,4.654674082500323,1.92103713017942,7.332119089449517
2024-02-03,5.039332821297108,2.0322855854902055,7.914801514857734
2024-02-04,5.2316899401441,2.578469780303363,8.129544993247793
2024-02-05,4.473394823304439,1.534657849248239,7.236097462800282
2024-02-06,4.737585843315738,1.8117514118220261,7.638517525457535
2024-02-07,5.105940785370932,2.2629080179557026,7.954499417809359
2024-02-08,4.432922987860456,1.618924589126888,7.494150979443098
2024-02-09,4.663738456055464,1.847003570380875,7.384420522259171
2024-02-10,5.048397181707278,2.0740651934424705,7.949019071217442
2024-02-11,5.240754287406764,2.554745391592513,8.005222191523162
2024-02-12,4.482459157421981,1.6220516768468771,7.26322585194061
2024-02-13,4.746650177432384,1.9201462946458814,7.541088357410501
2024-02-14,5.115005119486578,2.311948292075076,8.142807367676532
2024-02-15,4.44198732197643,1.5278017888993396,7.359847534022975
2024-02-16,4.672802790172197,1.7294298776874073,7.415052796788227
2024-02-17,5.057461515824226,2.2511487561423498,7.994734033895228
2024-02-18,5.249818621535652,2.4095329141112543,8.009313644606065
2024-02-19,4.491523491563465,1.576032484977796,7.399325765161988
2024-02-20,4.755714511585832,1.792457807340476,7.399850416844922
2024-02-21,5.124069453654158,2.2871550525981377,8.01196082304806
2024-02-22,4.451051656157965,1.6477711282774112,7.1149526945579185
2024-02-23,4.681867124367213,1.7910558993160555,7.446097948723909
2024-02-24,5.066525850032062,2.381152267653147,7.9879801956831376
2024-02-25,5.258882955744841,2.282484822652179,8.070742402007475
2024-02-26,4.500587825770882,1.6564323258132763,7.381935927946136
2024-02-27,4.7647788457944635,2.1228409766302976,7.440755651312457
2024-02-28,5.133133787863249,2.230831307330711,8.066294075512765
2024-02-29,4.46011599071126,1.533398583904359,7.429678228127004
2024-03-01,4.690931459267699,1.8863371344134108,7.407320408013082
2024-03-02,5.07559018527713,2.2028683382251204,7.971019210040968
2024-03-03,5.267947291337367,2.52643598376583,8.004471369192377
2024-03-04,4.509652161709454,1.7842301861916132,7.380331126816722
2024-03-05,4.7738431820794975,1.8370208891465227,7.410106771101418
2024-03-06,5.142198124496747,2.191541656459002,7.762957159136909
2024-03-07,4.469180327345276,1.7977007054988723,7.216859255161109
2024-03-08,4.699995795900545,1.7410899665701185,7.505942882571996
2024-03-09,5.084654521909702,2.074901469327811,7.768380774119536
2024-03-10,5.2770116279699195,2.5140233955266496,8.233875804414323
2024-03-11,4.518716498341906,1.7930022075396346,7.2833243572524475
2024-03-12,4.782907518422376,2.0274335381484154,7.709820825811139
2024-03-13,5.151262460546739,2.245290790647462,7.7414044765000645
2024-03-14,4.47824466310481,1.6568627679739307,7.4519018969331645
2024-03-15,4.709060131370049,1.8606500953242262,7.703532775218565
2024-03-16,5.093718857088933,2.2692230361038574,7.9256234959295755
2024-03-17,5.286075962856294,2.4797139855329893,8.117117919130273
2024-03-18,4.52778083293998,1.5634749927762732,7.30142968033456
2024-03-19,4.791971853019431,1.9141105265544063,7.457693078483379
2024-03-20,5.160326795142796,2.3236611538833607,8.004836106445412
2024-03-21,4.4873089977018354,1.6092220637038879,7.346901550790179
2024-03-22,4.718124465967383,2.042256903566117,7.4972212019299675
2024-03-23,5.102783192739637,2.2749912154265153,8.183150142401413
2024-03-24,5.295140299564755,2.432033469815951,8.02128297907588
2024-03-25,4.53684517070405,1.6593640597221504,7.530832201765696
2024-03-26,4.801036191840424,1.8960332914727742,7.508587489588696
2024-03-27,5.169391135018366,2.445385689202048,7.951458861050175
2024-03-28,4.496373338631837,1.971031220722,7.4604498835695825
2024-03-29,4.727188807952621,2.048087041011948,7.667233341009461
2024-03-30,5.111847534727262,2.4313157107940944,8.011689506219476
2024-03-31,5.304204641551766,2.6068301793817814,8.300884862485796
2024-04-01,4.545909512689945,1.7721113293824662,7.383489109008708
2024-04-02,4.810100533824201,1.8457887970677178,7.689799420354658
2024-04-03,5.178455477005018,2.428117444361338,7.810356506901946
2024-04-04,4.5054376805912355,1.7208413284394282,7.430263323414856
2024-04-05,4.736253149884733,1.9470799215228505,7.481160855664194
2024-04-06,5.120911876631503,2.202553828314479,7.860315999822862
2024-04-07,5.313268983427665,2.59636884821118,8.23440128304254
2024-04-08,4.554973854539887,1.7040301541976346,7.315507725794111
2024-04-09,4.819164875645651,2.286700748087468,7.831913647355044
2024-04-10,5.187519818799802,2.324979512824665,8.048721269647796
2024-04-11,4.5145020223850585,1.532991547654448,7.274155190434739
2024-04-12,4.745317491678864,1.9545965846148423,7.61822378701245
2024-04-13,5.12997621842566,2.0431096744977024,7.988196444812592
2024-04-14,5.322333325223903,2.3514100979005135,8.04227989305186
2024-04-15,4.564038196332612,1.5337726717089568,7.273108566228388
2024-04-16,4.828229217315143,2.0448835472272098,7.578972295043077
2024-04-17,5.196584160343934,2.466918729384408,7.937544404049095
2024-04-18,4.523566363805158,1.7405777077000246,7.239413292089012
2024-04-19,4.754381832973487,1.978804346558028,7.593283550740899
2024-04-20,5.139040559598011,2.308193914027156,7.931561293356016
2024-04-21,5.331397666270122,2.607844946513027,7.9522175448248555
2024-04-22,4.573102537254811,1.6489637040235583,7.23120608902941
2024-04-23,4.837293558239568,2.11727773577253,7.747034131487489
2024-04-24,5.205648501267226,2.2527899836569065,8.151979297636382
2024-04-25,4.532630704730577,1.5407881309633356,7.447345353929156
2024-04-26,4.763446173896901,1.9519814707269068,7.63246203830263
2024-04-27,5.148104900594692,2.2371413906436324,8.115015270714629
2024-04-28,5.340462007339537,2.749535482914141,8.224202260278599
2024-04-29,4.58216687839932,1.7849117465717013,7.390130232125531
2024-04-30,4.846357899452947,2.0211851347715717,7.531666422477507
2024-05-01,5.2147128425557705,2.4617335393069144,7.863192985814995
2024-05-02,4.541695046090892,1.6955457653084347,7.293432455125694
2024-05-03,4.7725105153320495,2.035966084689233,7.765607884184472
2024-05-04,5.157169242029376,2.3899793820756923,7.698949509550255
2024-05-05,5.349526348773474,2.602428986341605,8.16259943948319
2024-05-06,4.591231219832871,1.8571745540094091,7.44268973594863
2024-05-07,4.855422240888724,2.194673648122629,7.6380545482418
2024-05-08,5.223777183990415,2.5867104403229098,8.07678891645095
2024-05-09,4.550759387190704,1.7836972221839074,7.264438930166605
2024-05-10,4.781574856097142,1.8218902484226034,7.627919627171927
2024-05-11,5.16623358245778,2.402748860807126,7.830788797771132
2024-05-12,5.358590688868064,2.544874220919182,8.206432395720405
2024-05-13,4.600295559594263,1.6597339172982934,7.404591888490903
2024-05-14,4.864486580313285,2.15503661556032,7.726594426593031
2024-05-15,5.232841523080237,2.297883250632036,8.301308592702304
2024-05-16,4.559823726282334,1.9257906347528115,7.494085304858416
2024-05-17,4.790639195188051,1.779988010957728,7.666095890349279
2024-05-18,5.175297921548607,2.013668087444401,8.012574478957971
2024-05-19,5.367655027958145,2.5109358344636643,8.046684984645585
2024-05-20,4.609359898683956,1.9260973013076355,7.421864306423531
2024-05-21,4.8735509193600715,2.0987219284177714,7.615429484381543
2024-05-22,5.241905862081386,2.635259181993744,8.19657573068767
2024-05-23,4.5688880652377275,1.6719984374841235,7.404854942602784
2024-05-24,4.799703534098811,2.023074142240337,7.732848903280751
2024-05-25,5.184362260414367,2.293715815204316,8.034805697375791
2024-05-26,5.376719366779828,2.3624779225245813,8.149231977095475
2024-05-27,4.618424237459868,1.7506462493647341,7.695192069187222
2024-05-28,4.882615258136063,1.9436465963784637,7.676630826906148
2024-05-29,5.2509702008552805,2.4337949341899896,8.292133631472874
2024-05-30,4.577952404011951,1.8278892532618962,7.349356583765356
2024-05-31,4.8087678728737915,1.9885012128745643,7.562226612699322
2024-06-01,5.193426598874813,2.3837211917583097,7.892421582842062
2024-06-02,5.385783704925074,2.526727732867697,8.115924670354158
2024-06-03,4.627488575290275,1.7845349484876485,7.597456222266832
2024-06-04,4.891679595652047,2.156891391425465,7.734609210594961
2024-06-05,5.260034538058839,2.5437200342407715,8.025386184345559
2024-06-06,4.587016740899454,1.6675711224808791,7.5560069438753175
2024-06-07,4.817832209445728,2.0503338881586024,7.824748622595496
2024-06-08,5.202490935448539,2.456728105211463,8.11207504411129
2024-06-09,5.394848041498784,2.572142910628846,8.287644023693518
2024-06-10,4.63655291186388,1.8259576357737508,7.374685806807933
2024-06-11,4.900743932226867,1.9473685963197742,7.804439432917832
2024-06-12,5.269098874633155,2.4377809676405757,8.056106314722077
2024-06-13,4.596081077542347,1.8822188777917066,7.541241957694411
2024-06-14,4.826896546159221,2.1001849314084904,7.488894341696839
2024-06-15,5.211555272232388,2.338074072177093,7.997130191775298
2024-06-16,5.4039123783504035,2.6061390439307575,8.100190041334248
2024-06-17,4.645617248786697,1.7572145522533182,7.2878521014350355
2024-06-18,4.909808269217491,2.033740455691515,7.579146226528914
2024-06-19,5.278163211695735,2.6068821292984787,8.16304924859879
2024-06-20,4.605145414604933,1.9172248863855892,7.379035375547401
2024-06-21,4.835960883222114,2.0297413742596406,7.630630931406856
2024-06-22,5.220619609295008,2.517005203484047,8.152506329370796
2024-06-23,5.412976715415404,2.682651580177745,8.361404193265408
2024-06-24,4.654681585849197,1.872500646669141,7.5266012444833805
2024-06-25,4.918872606268843,2.0001268037231954,7.496130812636607
2024-06-26,5.287227548732629,2.5733377302700737,8.193927431593627
2024-06-27,4.61420975162915,1.6661250610149816,7.421147443892956
2024-06-28,4.845025220235561,2.0808016188685943,7.472852241758428
2024-06-29,5.229683946294349,2.3544657797421356,8.245725015194378
2024-06-30,5.422041052403108,2.6072999782254835,8.255467800786821
2024-07-01,4.663745922824153,1.7073689418874078,7.369812572616293
2024-07-02,4.927936943244927,1.9069193891002634,7.626407496482751
2024-07-03,5.2962918857077135,2.3060732447850016,8.367430803668158
2024-07-04,4.623274088607326,1.665004393690309,7.423717283184125
2024-07-05,4.854089557211924,2.043153486423658,7.685281663322879
2024-07-06,5.238748283070271,2.408218712491125,8.019676820022111
2024-07-07,5.431105388978843,2.632449421148075,8.260433271342468
2024-07-08,4.672810259200631,1.8936706613071868,7.589502246804663
2024-07-09,4.9370012794170925,2.0796560008786527,7.660763563634943
2024-07-10,5.305356221683888,2.6217873110690944,8.10333232446682
2024-07-11,4.6323384243817305,1.7760238181221502,7.5020291126748875
2024-07-12,4.863153892786919,2.0486702212838024,7.759186776558963
2024-07-13,5.247812618645482,2.3695162169526243,7.8909547288660935
2024-07-14,5.440169724553736,2.5808620953776495,8.325214596701242
2024-07-15,4.681874594775544,1.6485345464303633,7.415657098492868
2024-07-16,4.946065614992,2.1085322180554913,7.662735429464911
2024-07-17,5.314420557257796,2.5533826553215997,7.799860335602075
2024-07-18,4.641402759977307,1.8556796831486468,7.536883052605539
2024-07-19,4.872218228403691,1.96679188430778,7.780822751344287
2024-07-20,5.256876954280719,2.559435176363464,7.9045104526793635
2024-07-21,5.449234060209968,2.6629593877673194,8.261745912344661
2024-07-22,4.690938930453827,1.9516122395499278,7.506850422604392
2024-07-23,4.955129950692195,2.1112577675376167,7.897090728700771
